"...1","ContactID","Country of Programming","Gender","Nationality","Speaks.English","Speaks.Arabic","Speaks.Amazigh","Speaks.French","Age","Beneficiary.Specialization","Level.of.Education","Highest.Education.Graduation.Date","Currently.Studying","Current.Institution.Type","EFE.Graduation.Date","X..of.Days.Since.Graduation","Mailing.City","Mailing.State.Province","Last.Reached.By.Survey","Number.Days.Until.Job.Placement","Earliest.Job.Placement.Start.Date","Earliest.Job.Placement.Type","Retained.Job.as.of.last.Status.Check","Number.Days.Retained.Job","Continuously.Working","X..Of.Days.Continuously.Working","pl_grad","pl_grad_data","pl_3","pl_3_data","pl_6","pl_6_data","pl_9","pl_9_data","pl_12","pl_12_data","X3.Month.Job.Retention","X3.Month.Continuously.Working","X3.Month.Post.Placement.Data.Avail.YES","X6.Month.Job.Retention","X6.Month.Continuously.Working","X6.Month.Post.Placement.Data.Avail.YES","X9.Month.Job.Retention","X9.Month.Continuously.Working","X9.Month.Post.Placement.Data.Avail.YES","X12.Month.Job.Retention","X12.Month.Continuously.Working","X12.Month.Post.Placement.Data.Avail.YES","Contact.Record.Type.y","Application.Status","Application..Created.Date","Program.would.you.like.to.apply.","Marital.Status","Expected.Graduation.Date","Currently.Working.","Currently.Looking.for.Job.","Duration.Looking.for.Job","Main.Obstacle.to.Secure.Job","Other.Obstacle","Current.Position.Type","Current.Contract.Type","Other.Contract.Type..Current.","Fixed.Term.Contract.Length..Current.","Current.Business.Start.Date","How.Created.Current.Business","Current.Business.Registered.","Business.Generating.Revenue.","Has.Had.Internship","Current.Internship.Start.Date","Has.Had.Paid.Job","Current.Employment.Start.Date","Received.Prior.Prof.Skills.Training.","Motivation.for.Training","Other.Motivation.for.Training","How.Learned.of.EFE","X1st.Preferred.Industry.of.Employment","X2nd.Preferred.Industry.of.Employment","Preferred.Industry.Other","Commit.to.Participation...Attendance","Number.Family.Members","Number.Family.Members.Working","Monthly.Family.Income","Previous.Work.Experience","Number.of.Previous.Jobs","Job.Tenure.in.Months..First.","First.Previous.Job.Salary","Reason.Left.Job..First.","Job.Tenure.in.Months..Second.","Second.Previous.Job.Salary","Reason.Left.Job..Second.","Job.Tenure.in.Months..Third.","Third.Previous.Job.Salary","Reason.Left.Job..Third.","Received.Other.Scholarship.","Scholarship.Details","Registered.Under.Social.Security","Internally.Displaced.Person.","Lives.in.IDP.camp.or.shelter.","Against.attending.training.online.","Strength.of.Applicant.Internet","Against.working.in.mixed.environment.","Years.of.Experience","English.Proficiency","Computer.Proficiency","NumApps","months_job","sorting","Retention_6_months","Retention at 6 Months","Retention_3_months","Retention at 3 Months","Retention_9_months","Retention at 9 Months","Retention_12_months","Retention at 12 Months","ConfidencePost","ConfidencePre","ConfidenceChange","ConfidencePercent","EfficacyPost","EfficacyPre","EfficacyChange","EfficacyPercent"
1879,5451,"Egypt Beneficiary","Male","Egypt",1,1,0,0,25,"Finance","University Degree",2019-06-30,0,"NA",2022-03-23,211,NA,"Ismailia",2022-07-06 08:05:00,3,2022-03-26,"Full-time",1,102,1,102,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Egypt Beneficiary","Enrolled",2022-03-20,"Job Training and Placement","Single",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"No","Improve Professional Skills",NA,"EFE Partner organization","Banking/Finance","Advertising/Marketing/PR",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1880,5939,"Morocco Beneficiary","Male","Morocco",0,1,0,0,25,"Education/Training/Coaching","Bac+3",2020-11-20,0,"NA",2021-12-29,295,"Other ZAGORA","Drâa-Tafilalet",2022-06-21 05:46:00,5,2022-01-03,"Full-time",1,169,1,169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-05-24,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to prepare for interviews",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1881,2143,"Morocco Beneficiary","Female","Morocco",0,1,0,1,22,"Social Sciences","Niveau Bac / Bac",2020-07-15,0,"NA",2021-06-13,494,"Tangier","Tanger-Tétouan-Al Hoceïma",2022-05-20 06:17:00,18,2021-07-01,"Full-time",0,152,0,152,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,"Morocco Beneficiary","Enrolled",2021-06-25,"Pathways to a Job",NA,NA,"No","Yes","4-6 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Help Me Find a Job",NA,"ANAPEC","Electronics / Automotive / Aerospace","Communication/Audio-Visual/Infographic",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,0,"No",1,"Yes",0,"No",0,"No",24,24,0,0.00%,25,23,2,8.70%
1882,5937,"Morocco Beneficiary","Female","Morocco",0,1,0,0,27,"Education/Training/Coaching","Bac+3",2019-11-20,0,"NA",2021-12-29,295,"Other ZAGORA","Drâa-Tafilalet",2022-06-21 05:41:00,5,2022-01-03,"Full-time",1,169,1,169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-05-24,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to prepare for interviews",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1883,5329,"Morocco Beneficiary","Female","Morocco",0,1,0,1,24,"No Specialization or specific area of study","Niveau Bac / Bac",2019-07-11,0,"NA",2022-03-04,230,"Other Belksiri","Rabat-Salé-Kénitra",2022-04-07 08:50:00,7,2022-03-11,"Full-time",1,27,1,27,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-03-03,"Pathways to a Job",NA,NA,"No","Yes","3 Months or Less","Insufficient job search resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"No","Improve Professional Skills",NA,"Friend","Letters/Translation","Health",NA,"No",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",0,"No",NA,"Data Not Available",NA,"Data Not Available",23,8,15,187.50%,21,9,12,133.33%
1884,5925,"Morocco Beneficiary","Female","Morocco",0,1,0,0,29,"Education/Training/Coaching","Bac+2",2017-11-20,0,"NA",2021-12-27,297,"Other ZAGORA","Drâa-Tafilalet",2022-06-21 05:10:00,7,2022-01-03,"Full-time",1,169,1,169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-05-23,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to prepare for interviews",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1886,1543,"Jordan Beneficiary","Male","Jordan",0,1,0,0,22,NA,"Below Tawjihi",NA,0,"NA",2021-09-30,385,NA,"East Amman",2021-12-19 05:46:00,62,2021-12-01,"Self-Employed/Own Business",1,18,1,18,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"Jordan Beneficiary","Enrolled",2021-04-12,"Job Training and Placement","Single",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Help Me Find a Job",NA,"Facebook","Automotive/Mechanic",NA,NA,"Yes",0,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,0,"No",0,"No",0,"No",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1887,5921,"Morocco Beneficiary","Male","Morocco",0,1,0,1,27,"Education/Training/Coaching","Bac+3",2019-11-20,0,"NA",2021-12-27,297,"Other ZAGORA","Drâa-Tafilalet",2022-06-21 05:01:00,7,2022-01-03,"Full-time",1,169,1,169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-05-23,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to prepare for interviews",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1889,709,"Morocco Beneficiary","Male","Morocco",1,1,1,1,24,"Management/Economy","Bac+3",2020-08-01,0,"NA",2021-02-26,601,NA,"Région de Rabat-Salé-Kénitra",2021-11-22 08:27:00,217,2021-10-01,"Part-time",0,-365,0,-365,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,"Morocco Beneficiary","Enrolled",2021-01-30,NA,NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","Help Me Find a Job",NA,"Facebook","Transport/Logistics","Commerce/Sales/Distribution/Purchases",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 9 Months",4,0,"No",0,"No",0,"No",0,"No",NA,NA,NA, NA,NA,NA,NA, NA
1890,5929,"Morocco Beneficiary","Male","Morocco",0,1,0,0,33,"Education/Training/Coaching","Bac+3",2011-11-20,0,"NA",2021-12-27,297,"Other ZAGORA","Drâa-Tafilalet",2022-06-21 05:25:00,7,2022-01-03,"Full-time",1,169,1,169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-05-23,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to prepare for interviews",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1892,5922,"Morocco Beneficiary","Female","Morocco",0,1,0,0,28,"Education/Training/Coaching","Bac+3",2015-11-20,0,"NA",2021-12-27,297,"Other ZAGORA","Drâa-Tafilalet",2022-06-21 05:03:59,7,2022-01-03,"Full-time",1,169,1,169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-05-23,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to prepare for interviews",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1894,1858,"Morocco Beneficiary","Male","Morocco",0,1,0,0,26,NA,"Less than Niveau Bac",NA,0,"NA",2021-05-26,512,"Casablanca","Casablanca-Settat",2021-07-09 11:35:59,-7,2021-05-19,"Full-time",1,51,1,51,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"Morocco Beneficiary","Enrolled",2021-05-24,"Job Training and Placement",NA,NA,"Yes",NA,NA,NA,NA,"Part-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-21,"No","Work in Field That This Training is Focused",NA,"My employer","Agribusiness/Food","Hospitality/Catering/Tourism",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,0,"No",0,"No",0,"No",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1895,4880,"Jordan Beneficiary","Male","Jordan",0,1,0,0,22,NA,"Tawjihi ? Incomplete",NA,0,"NA",2021-11-18,336,NA,"East Amman",2022-04-21 06:36:59,32,2021-12-20,"Full-time",0,71,0,71,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,"Jordan Beneficiary","Enrolled",2021-10-03,"Job Training and Placement","Single",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,"Yes","Improve Job Search Skills",NA,"Friend","Cuisine","Cuisine",NA,"Yes",8,0,250,NA,"1",30,275,"Position not appropriate",NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,0,"No",0,"No",0,"No",0,"No",22,16,6,37.50%,23,21,2,9.52%
1896,5938,"Morocco Beneficiary","Female","Morocco",0,1,0,1,27,"Letters/Translation","Niveau Bac / Bac",2014-06-30,0,"NA",2021-12-29,295,"Other ZAGORA","Drâa-Tafilalet",2022-06-21 05:44:00,5,2022-01-03,"Full-time",1,169,1,169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-05-24,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to prepare for interviews",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1897,879,"Morocco Beneficiary","Female","Morocco",1,1,1,1,22,"Management/Economy","Bac+2",2020-09-01,0,"NA",2021-02-26,601,NA,"Région de Rabat-Salé-Kénitra",2021-11-22 09:20:00,231,2021-10-15,"Full-time",1,38,1,38,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-03,NA,NA,NA,"No","Yes","3 Months or Less","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","Improve Job Search Skills",NA,"Facebook","Human Resources","Bank/Insurance",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 9 Months",4,0,"No",0,"No",NA,"Data Not Available",NA,"Data Not Available",23,21,2,9.52%,22,23,-1,-4.35%
1898,5923,"Morocco Beneficiary","Female","Morocco",0,1,0,0,26,"Education/Training/Coaching","Bac+3",2019-11-20,0,"NA",2021-12-27,297,"Other ZAGORA","Drâa-Tafilalet",2022-06-21 05:12:00,7,2022-01-03,"Full-time",1,169,1,169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-05-23,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to prepare for interviews",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1899,3816,"Morocco Beneficiary","Female","Morocco",1,1,1,1,26,"Biology/Chemistry","Niveau Bac / Bac",2014-12-01,0,"NA",2021-12-31,293,"Agadir","Souss-Massa",2022-04-22 06:12:00,1,2022-01-01,"Full-time",1,111,1,111,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-12-30,"Job Training and Placement",NA,NA,"No","Yes","3 Months or Less","Not yet completed university",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Improve Professional Skills",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",24,17,7,41.18%,16,22,-6,-27.27%
1901,5943,"Morocco Beneficiary","Female","Morocco",0,1,0,1,28,"Education/Training/Coaching","Bac+3",2019-11-20,0,"NA",2021-12-29,295,"Other ZAGORA","Drâa-Tafilalet",2022-06-21 06:01:00,5,2022-01-03,"Full-time",1,169,1,169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-05-24,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to prepare for interviews",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1903,5936,"Morocco Beneficiary","Male","Morocco",0,1,0,1,28,"Education/Training/Coaching","Bac+3",2018-11-20,0,"NA",2021-12-29,295,"Other ZAGORA","Drâa-Tafilalet",2022-06-21 05:30:00,5,2022-01-03,"Full-time",1,169,1,169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-05-24,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to prepare for interviews",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1906,5926,"Morocco Beneficiary","Male","Morocco",0,1,0,1,29,"Education/Training/Coaching","Bac+5",2018-11-26,0,"NA",2021-12-27,297,"Other ZAGORA","Drâa-Tafilalet",2022-06-21 05:21:00,7,2022-01-03,"Full-time",1,169,1,169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-05-23,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Help Me Find a Job",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1909,5942,"Morocco Beneficiary","Male","Morocco",0,1,0,0,30,"Education/Training/Coaching","Bac+3",2014-11-20,0,"NA",2021-12-29,295,"Other ZAGORA","Drâa-Tafilalet",2022-06-21 05:48:00,5,2022-01-03,"Full-time",1,169,1,169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-05-24,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to prepare for interviews",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1910,1652,"SaudiArabia Beneficiary","Male","Saudi Arabia",1,1,0,0,25,"Engineering","University Degree",2020-07-23,0,"NA",2021-06-24,483,NA,"Riyadh",2022-05-31 04:39:00,123,2021-10-25,"Full-time",0,30,0,30,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,"SaudiArabia Beneficiary","Enrolled",2021-04-26,NA,"Single",NA,"Yes",NA,NA,NA,NA,"Paid internship",NA,NA,NA,NA,NA,NA,NA,NA,2021-01-06,NA,NA,"No","My Employer Recommended This Training",NA,"EFE Partner organization","Engineering","ICT",NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Less than one year","Intermediate",NA,1,"Placed at 6 Months",3,0,"No",0,"No",0,"No",0,"No",21,20,1,5.00%,22,19,3,15.79%
1911,5934,"Morocco Beneficiary","Female","Morocco",0,1,0,0,35,"Letters/Translation","Niveau Bac / Bac",2010-06-30,0,"NA",2021-12-29,295,"Other ZAGORA","Drâa-Tafilalet",2022-06-21 05:32:00,5,2022-01-03,"Full-time",1,169,1,169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-05-24,"Pathways to a Job",NA,NA,"No","Yes","10-12 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to prepare for interviews",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1913,5917,"Morocco Beneficiary","Female","Morocco",0,1,0,1,27,"Education/Training/Coaching","Bac+3",2019-11-20,0,"NA",2021-12-27,297,"Other ZAGORA","Drâa-Tafilalet",2022-06-21 04:56:00,7,2022-01-03,"Full-time",1,169,1,169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2022-05-23,"Pathways to a Job",NA,NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Learn how to prepare for interviews",NA,"ANAPEC","Education/Training/Coaching","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,NA,"Data Not Available",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
1915,5210,"Morocco Beneficiary","Female","Morocco",1,1,0,1,23,"Transport/Logistics","Bac+5",2021-07-15,0,"NA",2021-11-05,349,"Casablanca","Casablanca-Settat",2022-07-07 09:26:00,37,2021-12-12,"Full-time",1,207,1,207,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-10-22,"Pathways to a Job",NA,NA,"No","Yes","3 Months or Less","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","Improve Job Search Skills",NA,"Facebook","Transport/Logistics","Transport/Logistics",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,1,"Yes",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
